comment,sentiment
不错 菜量 很大 味道 不错 好多 ,1
每次 吃 撑 男朋友 喜欢 这家 ,1
真不知道 之前 评价 写 神 坑 知道 好吃 咸 料 放 特别 重 很腻 价格 低 再来 ,0
两个 菜 一个 汤 一个 主食 最先 汤 鱼丸汤 十几分钟 左右 胡椒粉 鱼丸 事 北方 鱼丸 Q 弹 里面 有肉 韭菜 汤中 海带 绿叶菜 金针菇 糖 四星 味道 第二个 主食 煎 黄 米饭 味道 不错 酥脆 甜腻 四星 第三个 宫保鸡 丁 味道 中规中矩 花生 稍微 欠 酥脆 三星 最后 铁板烧 汁 茄 夹 着重 一下 差评 四十分钟 上菜 前面 上菜 顺序 吃饱 服务员 不行 退 态度 很差 道菜 平时 四十多分钟 今天 人少 算 味道 浇 汁 酸口 酸甜 酸 咸 上面 满满的 柴鱼 碎 重点 茄子 裹 浆 失败 酥 不脆 茄子 肉 炸干 茄子 皮 干巴巴 里面 肉馅 重点 尝 一口 感觉 味道 以为 浇汁 酸味 仔细 尝 一下 发觉 肉 新鲜 认真 坏 说不上 新鲜 新鲜 下次 再来 ,0
排队 味道 那天 感觉 里面 好 吵 ,1
吐 槽 今天 十一点半 餐厅 点餐 十一点 五十七 下单 十二点 四十分钟 一个 菜 送来 一份 饼 真是 醉 服务员 催 两遍 开玩笑 晚 菜 服务 吃 开心 最后 只好 吃 真 上菜 优先 情况 ,0
口味 不错 环境 嘈杂 中国式 西餐厅 办法 ,1
无 语 三点 点餐 五点 吃 晚餐 最后 吃海鲜 焗 饭 发现 虾 里面 头发 服务员 只 海鲜 焗 饭 钱 退还给 影响 用餐 心情 以后 再来 太 质量 小伙伴 再来 这要 用餐 质量 还敢 ,0
北 李妈妈 菜 服务 一如既往 差 来订 年夜饭 里面 空座 连门 不让 进 只 门口 告诉 初五 之前 订 完 原来 订满 牛 大爷 稀罕 后面 顾客 只能 接待 人员 干得 漂亮 最好 继续 坚持 ,0
挺 好 环境 不错 味道 喜欢 ,1
考肉 肉 嫩 菜量 馅饼 看着 好 皮太厚 ,0
第一次 娜娜 家 感觉 中规中矩 拍照 好 餐厅 ,1
太 味道 量 ,1
特多 等候 时间 太久 环境 嘈杂 菜品 味道 行 ,1
真的 不错 已经 吃 好 性价比 高 ,1
不错 服务 要个 酒杯 稍 凉菜 口味 大骨棒 酸菜 太慢 好 几次 服务员 最 可恨 结账 员 态度 很差 差 差 微信 支付 告诉 店 真是 员 态度 不好 恶劣 本来 想来 吃 一肚子气 再也 不来 ,0
超赞 口味 适中 价格 下次 再 赞赞赞 ,1
话 隔 一段时间 点评 抽 中 免费 活动 真是 力哈 10.1 当天 去逛 新开业 恒隆 广场 这家 超人气 感到 吃惊 没想到 几天 之后 短信 通知 中奖 200 免费 券 呵呵 正巧 想 请 好友 夫妇 一起 吃个 饭 果断 回复 “ 参加 ” 电话 问好 之后 很早 过来 号 儿 排队 换券 算 早 之前 电话 寻问 晚餐 30 点 过来 顺利 落座 后 仔细 打量 环境 外面 等候 时 焦急 嘈杂 拥挤 就餐 环境 干净 装修 风格 明快 简约 座位 安排 正常 适度 整体 觉得 比较 舒服 服务员 经受 训练 秩序井然 中 进门 柠檬水 出现 外面 等候 区有 菜单 点评 网友 攻略 很快 点 菜 很快 菜品 赞 一个 这是 一家 非典型 东北菜 品种 比较 杂 菜量 特别 豪放 不小 器皿 精致 菜品 好吃 看着 外面 依然 坚持 等待 号 儿 食客 觉得 幸福感 满满 酒足饭饱 之后 酒水 自带 餐具 免费 看着 干净 桌面 一致 觉得 一个 值得 第二次 饭馆 下次 再 尝尝 锅包肉 点评 这次 活动 感谢 店家 我要 颗星 主要 问题 活动 说明 说明 小朋友 算 以上 参加 活动 心明眼亮 抱怨 说明 确认 再 说明 难免 绑架 嫌疑 麻烦 点评 网再 追发 解释 短信 希望 以后 改进 一个 饭馆 相当 OK ,1
环境 口味 挺不错 一家 店 没想到 一家 好吃 西餐 藏 天津 点 几种 大众 点评 上排 前 几名 菜 奶酪 罐子 甜品 感觉 里面 慕斯类 不腻 上面 布朗 尼 做 点缀 彩虹 沙拉 摆 超级 好看 算 做 清爽 蔬菜 解腻 佳品 妓女 意大利 面 真的 超级 好吃 酱料 十足 感觉 酱汁 侵入 到面 里面 不像 餐厅 做 特别 糊弄 柠檬 鸡 照烧 汁 配上 柠檬 照烧 甜甜的 味道 柠檬 酸 配 刚刚 好 芝士 焗 土豆泥 平常 服务 点 饮料 点 酒精 饮料 服务员 提醒 里面 司机 水 退 点餐 提醒 反正 服务 挺 不好 ,1
下午 三点 半去 点餐 时 服务员 告知 下午茶 时间 点 正餐 知道 规定 之前 所有 餐厅 遇到 希望 店家 能够 改进 ,0
太油 沙发 太矮 上菜 慢 ,0
天津 水游 城店 服务 真的 垃圾 打电话 预约 时 告诉 票 免费 停车 结账 退钱 要存 车票 时 告诉 家 过存 车票 脸 欠 钱 发票 告诉 门口 退钱 门口 退 完钱 问 有存 车票 一楼 服务台 领取 服务台 三辆 车要 三张 告诉 一张 票 只 一个 存 车票 想 分开 结账 才行 吃饭 有时候 吃个 心情 服务 觉得 以后 还会来 水游城 环境 大悦 城 真的 没法 态度 ,0
每次 很火 一家 店 味道 不错 ,1
太好了 味道 好 东西 全 ,1
排 两个 半小时 队 期望 太高 失望 越大 菜品 真的 不怎么样 小吊梨汤 很淡 味道 炸酱面 太咸 肚太硬 性价比 不高 ,0
补餐 很快 种类 挺 挺 好 一人 送个 杯子 ,1
之前 问 小伙伴 天津 餐厅 适合 女孩子 聚会 大悦 城 娜娜 家 两个 妹妹 环境 不错 说不上 风格 巴洛克 后现代 知道 情侣 搞对象 适合 男 坐 傻 老爷们儿 陪 媳妇儿 格格不入 女孩子 聚餐 下午茶 味道 真的 超 一点儿 性价比 吃饭 应该 觉得 很小 资的 那种 没什么 意思 一个 专业 吃货 再 ,0
下午 点来 钟去 不用 等位 咖啡 甜点 姐妹 聚会 好 地方 ,1
实在 一家 自助餐厅 品种 全 口味 好 ,1
点单 太累 菜单 线上 点单 排班 太 垃圾 搅拌器 声音 发动机 整体 环境 比较 吵闹 味道 还好 环境 一般般 ,0
口味 太 差 味道 东北 菜馆 最 令人发指 锅包肉 太 硬卡 老婆 嗓子 金牌 烤 蛏 一点 海鲜 味 排 多人 估计 第一次 奶香手 撕饼 太油 没法 吃 一次 糟糕 饭 橙汁 不错 ,0
味道 不错 偏咸 最 喜欢 奶 香饼 ,1
真心 不想 再 门口 免费 鸡蛋 奶酪 鱼 吃 男票 两个 人点 一大 壶 梨 烫 吃 奶酪 鱼 一条 整好 一人点 一条 有点 腻 素 烧鸡 知道 口味 问题 北京 菜 吃 不惯 一口 不想 吃 京酱 鸦片 凉 特别 甜 半个 小时 真 上当 ,0
环境 以为 西餐 地地道道 炒菜 菜名 特殊 只 筷子 文字 菜量 真的 很大 醋溜 里脊 下饭 柒号 沙拉 超大 一份 植物 大战 僵尸 不错 剃牙鸡 像是 孜然 鸡肉 鸡肉 新鲜 很嫩 赠 自制 酸奶 勺子 将会 完美 筷子 吃 奇怪 ,1
周末 家人 孩子 一起 点半到 排 200 多号 慕名而来 终于 点 排骨 蛏子 招牌 点 锅包肉 真是 一个 字 腻 太甜 鱿鱼 里面 芹菜 符合 口味 小土豆 孩子 点 土豆 真的 别家 山药 更甜 点个 辣 水煮鱼 真个 坑爹 量 太小 主食 里面 小米 偏甜口 我家 老人 糖尿病 吃 总 感觉 东北菜 应该 偏 味道 重些 价位 小贵 不值 价位 真心 推荐 此家 下次 再也 不去 第一次 写 真的 失望 ,0
第一次 吃 食物 干净 味道 好 ,1
天津 玩 恒隆 广场 找到 这家 店 评价 不错 试 下 点 几个 招牌菜 铁板烧 汁 茄 夹 味道 不错 茄子 里 夹 肉 不腻 量 中规中矩 妈妈 拉皮 不错 凉菜 点 一个 就够 妈妈 香薰 骨 服务员 推荐 下点 大份 肉 很烂 老人 吃 奶香手 撕饼 味道 不错 四个 人吃花 160 不贵 整体而言 吃 不错 一顿饭 机会 还来 ,1
好多 东西 服务员 乱糟糟 希望 生 蚝 扇贝 回来 当天 棉花 糖机 坏 ,0
还好 四五十 块钱 自助 好 门口 服务员 态度 不好 ,1
初三 下午 过来 喝个 下午茶 人比 平时 少 味道 不错 ,1
引用 之前 写过 评价 现在 真的 不太 喜欢 这种 形式 大于 内容 风格 店铺 牛 掰 店 应该 内容 大于 形式 实打实 内在 吸引 顾客 知道 小 馆子 最 主打 几样 菜式 吸引 回头客 太 光怪陆离 噱头 博取 眼球 本质 东西 不够 过硬 店 想到 走 旁门左道 来博人 眼球 柒号馆 这家 店 点评 上火 算是 日子 之前 好 几次 想来 拔草 原因 成行 一直 遗憾 这次 滨江道 溜达 发愁 吃 便来 探店 想 看看 热门 柒号馆 过人之处 柒号馆 店面 外面 真 里面 三层 楼梯 特别 逼仄 陡 上楼 下楼 小心谨慎 身体 宽度 超标 上楼 卡 店内 布置 特色 常见 伪 文艺 风格 风格 店面 天津 一百 八十 家 随便 找家 2013 年 之后 开业 馆子 估计 店面 布置 十有八九 特色 倒 有点 求全责备 意思 环境 还好 柒号馆 主打 创新 天津 菜 点 馋 鱼蜜 虾 咖 花椰菜 魔鬼 奶茶 超级玛丽 如果说 所谓 创新 菜式 换个 稀奇 点 容器 起个 古怪 点 名字 本质 菜 却 可取之处 创新 真 咖 花椰菜 为例 说白了 辣 炒 花椰菜 天津 菜 馆子 湘菜馆 子里 道菜 这家 店 花椰菜 吃 炒 最 咋样 盐都 彻底 化开 上桌 花椰菜 一点 脆生 软塌塌 所谓 创新 软 糯 花椰菜 确实 特色 超级玛丽 炒 菌类 名字 倒 挺 有趣 菜 口味 着实 菌类 吃 一个 鲜美 舌尖 中国 里 提过 松茸 直接 烤 一下 吃 绝赞 菌类 鲜美 道菜 甜口 调料 口味 完全 遮盖住 菌类 味道 里面 几种 菌类 吃 根本就是 一种 味道 吃不出 菌类 味道 白菜 萝卜 做成 海鲜 味道 属于 牛 X 菌类 做成 调料 味道 有点 这家 店 感觉 浮夸 噱头 够 实质 内容 却 不足 菜式 创新 那清 水盆 里 扔 根 黄瓜 真的 “ 猛龙过江 ” ,0
味道 好 菜量 很足 环境 不错 ,1
真是 不怎么样 名气 抱 一定 好吃 想法 点 所有 东西 一道 汤能 喝 真是 多难 吃 多难 吃 东西 便宜 差 评头 一次 差评 可想而知 好吃 ,0
之前 吃 知道 是不是 换 厨师 今天 菜 失败 孩子 恒隆 上课 之后 随便 吃个 午饭 一个 蔬菜 小米粥 宝宝 吃 点菜 特意 告诉 服务员 盐 回答 粥 正常 做 很淡 很淡 之后 大人 吃 咸 要命 根本 没法 喝 拿回去 处理 一下 超级 咸 兑 水 不行 盐都 进 小米 里面 宝宝 吃 宫保鸡 丁 鸡肉 柴 花生 不好 嚼 秋葵 炒 黄 牛肉 咸 老公 口重 吃 觉得 咸 大拌 菜 敷衍了事 觉得 北 李妈妈 菜 一直 排长队 性价比 品质 这次 午餐 真是 糟糕 透 希望 改进 ,0
吃 所有 娜娜 家 最 喜欢 前 两家 后面 延续 娜娜 好 服务 总 觉得 之前 用心 ,1
早就 听过 小 吊梨汤 名字 这次 闺蜜 拔草 点多 前面 90 多桌 这么久 时间 一个 小时 真的 失望 梨 汤 算 不错 很大 一壶 偏甜 本来 想点 干酪 鱼 吃 成 豌豆黄 花生 酥 肝是 偏甜 喜欢 牛肉 饭 觉得 家里 做 强 梨球 虾 久 尝 一口 打包 凑活 极少 差评 两星 已经 以后 再 排队 之前 听过 好吃 想 难吃 多人 排队 一定 尝尝 多难 吃 最后 表扬 一下 外面 免费 鸡蛋 真的 好吃 ,0
自助餐 里 性价比 相当 不错 一家 餐厅 记得 白堤路 家乐福 楼上 金 汉斯 性质 韩式 烤肉 烟熏火燎 肉质 菜品 小吃 种类 饮料 品种 好多 啤酒 免费 冰淇淋 棉花 糖 好 几次 每次 吃 忘 拍照 价位 稍稍 市面上 烤肉 贵 一点 吃 好 多花点 钱 值 ,1
拉皮 必点 甜香 麻将 汁 拌 宽厚 拉皮 黄瓜 丝多 口味 正好 上菜 服务 不错 ,1
上菜 速度 慢 点 虾 新鲜 北京 吃 味道 这家 好 希望 改进 ,1
等位 一个多 小时 两个 女孩 花 200 菜 凉 意 面 有点 温 感觉 越 吃 越凉 服务员 更是 扎堆 客人 评头论足 卖 衣服 唯一 觉得 不错 装修 风格 推荐 再 ,0
菜 味道 不错 还会 再 ,1
一直 推荐 这家 自助 终于 拔草 正好 赶上 周末 真的 真的 吃货 一直 推荐 期望 太高 排队 排 失去 兴趣 觉得 还好 ,1
闺蜜 一起 拔草 店里 人声鼎沸 适合 情侣 约会 招牌 梨 汤 属于 比较 浓稠 那种 清爽 差些 想象 不太 烤鸭 很嫩 很嫩 嫩 嫩 炒菜 里面 一个 茄子 不错 乳酪 鱼 吃 下次 再来 吃 吃 ,1
无法 配送 请 提前 关闭 外卖 再次 差评 ,0
真是 超人气 餐厅 每次 人山人海 不早 就要 做好 久等 准备 这次 选 几个 口碑 最佳 菜 最 喜欢 熏 排骨 味道 好 老爸 点赞 拉皮 每桌 必点 味道 偏甜 量 锅包肉 酸酸甜甜 老妈 喜欢 吃 腻 建议 出小份 闪惠 结账 方便 实惠 ,1
奶酪 莓果 做 小时 真不知道 问 服务员 做 好 无语 ,0
软件 上面 写 刷卡 之后 告知 刷卡 只能 现金 玩意 现在 刷卡 店 差评 ,0
打算 晚上 吃 打电话 预定 位置 服务员 态度 不怎么样 想 骂 懒得 服务员 浪费 口舌 真的 影响 心情 要照 这种 服务 下去 客人 拒之门外 ,0
周五 中午 十二点 一个 小时 ,1
昨天 真的 知道 好评 去过 一次 真的 不想 再 环境 没得说 装修 到位 吃 好心 塞 想 吃 最 简单 意面 辣 奶油 真的 醉 点 辣 意面 名字 记不住 问 服务生 辣 辣 服务生 回答 挺辣 烟花 女郎 辣 第一次 知道 烟花 女郎 辣 弄 哭笑不得 鸡翅 烟熏 味 不错 吃 两个 觉得 腻 不行 蒜 香 奶酪 意面 吃饱 腻 弄 最 简单 最 普通 番茄 肉酱 意 面 不好 点 个华夫 华夫 惊呆 20 大洋 买到 四分之一 华夫 味道 口感 更是 醉 鸡蛋 腥味 重 不行 再 香蕉 巧克力 搭配 棉花 糖 最 主要 点华夫 服务生 提醒 说华夫 比较 袖珍 妈 服务 服务生 培训 真的 甜腻 做到 极限 真 怀疑 做法 是不是 效仿 尼泊尔 那面 甜品 腻 腻 腻 最腻 更腻 金枪鱼 土豆泥 沙拉 跟本 金枪鱼 口号 土豆泥 清爽 配 金枪鱼 鲜 应该 鲜 不腻 感觉 感觉 磕大 土豆 子 区别 黑武士 沙冰 味道 特别 棒 奥利 奥 沙冰 腻 香醇 特别 棒 越 喝 越 喜欢 推荐 ,0
同事 聚餐 味道 海鲜 算 新鲜 调味料 太闲 菜品 不全 ,1
菜品 太 单一 上菜 速度慢 等候 时间 久 ,0
一如既往 好 太 喜欢 服务 ,1
近期 三次 公平 地说 菜品 味道 还行 符合 北方 口味 菜量 不小 特为 注册 想 提点 意见 管理水平 亟待 提高 前台 后 厨 周六 饭点 正常 门口 接待 懂 调配 小桌 进 中桌 大桌 一个多 小时 一台 不进 客吃 完赖 走 拼桌 明明 相邻 两个 小桌 里面 密度 并不大 加位 空间 后厨 高峰 时 预备 出些 半成品 正常 热菜 成 冷盘 尤其 几个 招牌菜 香熏 骨 完全 冷 烧 排骨 勉强 算 温乎 孜然 牛 三样 铁板 铁板 根本 烧热 11 菜 锅包肉 和京酱 肉丝 夹 保持 一贯 水平 ,0
味道 实在 没什么 推荐 地方 幸亏 菜品 小小 一碟 扔掉 果仁 虾球 不错 难吃 形容 ,0
菜 口味 重 東西 好吃 特別 牙 籤 完全 水 煮 加點 調味品 服務 效率 特別 慢 ,0
好吃 排长队 好吃 环境 店里 养 真的 蝈蝈 怀疑 叫声 ,1
满意 明明 团购 券 使用 店里 非要 朋友 加 20 钱 今天 六一 儿童节 气死我了 吃 顿饭 先后 五趟 大众 点评 团购 里 明明 写 劳动节 清明节 六月 22 日 周六 周日 使用 日子 中午 11.30 14.30 使用 差评 ,0
周五 点半到 国贸 点 号 二人 座 前面 排队 小 20 桌 真是 不老少 真心 累觉 爱 吃货 等待 扫一扫 二维码 下楼去 逛逛 随时 微信 提示 前面 状态 不用 担心 会过 号 30 分钟 想象 时间 少 靠窗 位置 比较满意 点 锅包肉 婆家 豆腐 白菜心 嫩 牛肉 菜 时间 有点 小长 有点 太饿 婆家 豆腐 口味 重油 下饭 牛肉 少 白萝卜 一道 59 菜 有点 厚道 肉算嫩 锅包肉 酸甜 口火 里脊肉 有点 白菜心 不错 爽口 解 油腻 大众 付款 便宜 10 多块 开心 ,1
服务态度 超级 差 爱理不理 十二点 坐下 现在 一点 三十六 味道 ,0
衷心 告诉 一句 话 选择 餐厅 时 最好 先 阅读 下 大众 点评 中 差评 重点 三件 事 卫生 在意 餐具 卫生 觉得 这是 道德 问题 差评 中 北 李 餐具 干净 确实 三个 汤碗 每个 碗 黄色 油渍 我盛 汤前 纸巾 重新 擦 看到 北 李老板 手中 把玩 南红 蜜蜡 应该 细致 餐厅 火爆 盈利 雇个 洗碗 人员 下 菜品 尤其 每桌 必点 两道菜 妈妈 熏 排骨 妈妈 拉皮 拉皮 是从 冰箱 直接 很冰牙 夏天 吃 问题 10 月份 以后 吃 真是 胃 舒服 建议 别点 尤其 老人 女孩子 熏 排骨 菜 凉 理解 客人 需要 提前 做 放凉 吃凉肉 难受 味道 真的 单独 点评 下 锅包肉 许多 好吃 许多 好吃 想 品尝 下 剩下 大半 盘 味道 点评 不信 试试 许多 点评 这家 吃饱 问题 饿着肚子 等位 ,0
已经 消费 超棒 好多 ,1
最 喜欢 他家 蛋黄 蘑菇 手 撕饼 好吃 ,1
菜品 品质 真心 不错 宝宝 宝宝 吃 开心 D ,1
菜 口味 不错 菜 里面 头发 属于 过分 要求 一句 “ 对不起 ” ,0
这种 烂 味道 高 分 打分 人们 收 老板 钱 这辈子 没吃过 好吃 味蕾 请问 排骨 吃 味道 蛏子 是不是 咸死 卖 盐 咸就 味道 特别 新鲜 奶 香饼 超市 里 买来 廉价 面食 油腻 要命 慕名而来 恶心 服务员 倒水 四次 说好 倒 餐巾纸 买单 时 提醒 过来 真是 服 P S 补 评论 今天 早上 拉肚子 要死 新鲜 蛏子 真 晦气 ,0
中 大众 点评 200 代金券 四个 用餐 使用 领了 代金券 转天 使用 排队 超级 点多到 店家 排队 招牌菜 妈妈 熏 排骨 奶香手 撕饼 妈妈 拉皮 妈妈 烧 排骨 妈妈 三杯 鸡 特色 价格 适中 排队 等候 人太多 时间 太 长 ,0
菜 太 环境 不错 味道 真的 不行 点 基础 现在 想 想 吐 挺 贵 点 四个 菜 吃 真是 吃不下 ,0
号 安排 态度恶劣 ,0
味道 确实 不错 喜欢 排 长时间 队 ,1
味道 感觉 略贵 上菜 速度 太慢 ,0
品种 挺 菜品 口味 酒 自费 ,1
周六 中午 排队 真的 超级 号 前面 十几桌 一个多 小时 左右 上菜 速度 很快 有效率 环境 不错 这次 点 菜 之前 评价 点击率 高 菜 大份 熏 排骨 招牌菜 应该 必点 熏 味道 浓郁 想象 中 口淡 一点 单吃 觉得 咸 量 总体 口味 奶香手 撕饼 之前 评价 高 后 闻到 一股 西饼 店 奶 香味 好闻 口感 不错 喜欢 吃 甜食 朋友 应该 喜欢 妈妈 拉皮 之前 听说 量 很大 事实 确实 满满的 大盘 拉皮 厚厚的 那种 建议 拉皮 几刀 太 长 好 夹 桂花 糯米 藕 一直 喜欢 吃 这种 软软 糯 糯 东西 糯米 加 比较 少 黏 黏 感觉 差 一些 主要 藕 口感 桂花 味道 结合 一起 家常 煎 茄子 之前 图片 很漂亮 实物 确实 五彩 颜值 高 适合 配饭 一起 吃 单吃 一点 咸 宫保鸡 丁 传统 一道 菜 平时 不吃 辣 觉得 稍微 一些 辣 吃 辣 应该 觉得 辣 因人而异 量 很大 料 足 实惠 一次 好 用餐 体验 推荐 这家 火爆 店 下次 找 时间 继续 光顾 尝 一下 没吃过 菜 ,1
排队 辛苦 想 吃 点 一遍 风格 类似 南京 大排档 好吃 贵 一些 ,1
娜家 依旧 一个 小时 巧克力 千层 猪脚 牛油果 沙拉 最 ,1
口味 偏咸 限量 再 ,0
真的 完全 冲着 这条 鱼 哈哈哈 貌似 好久 大悦 城才 开 之前 北京 见过 排队 排 一个半 小时 点半 门口 估计 每桌 点 鸡蛋 奶酪 做 梨 汤 必点 性价比 不错 ,1
真的 很想 呵呵 路边 狗食 馆儿 水准 味道 服务员 皇上 顾客 贱民 服务态度 值得 多人 座 好评 酱 骨 上面 明明 沾 头发 服务员 盘子 放在 桌上 手 离开 问 沾 特别 理直气壮 熏烤 过程 中 沾 熏制 东西 搞笑 熏制 过程 中 需要 用到 毛发 所有 菜 一个 特点 油大 味 咸 邀请 券去 前台 服务员 句 “ 券来 吃 邀请 免费 吃 遵守 免费 要求 ” 吃不起 饭 赏 一顿 点菜 服务员 眼镜 真该 换 一换 好 喊 招收 目光 扫 两次 装 看见 座位 上用 手一摸 薄薄 一层 土 想 问问 店内 保洁 看不到 等于 干净 ,0
环境 很棒 好吃 还会 再 赞 ,1
味道 口味 偏重 口淡 吃 喝点 水吧 ,1
服务 太 差 服务 时 根本 找 不到 一片 混乱 点菜 手机 点单 重重 步骤 结算 时 服务员 耐心 讲解 引导 印个 菜单 多难 ,0
偏僻 实在 不好 找 顶 太阳 吃 真心 悔 一会 好歹 坐下 呵呵 沙发 年头 够 长 地老天荒 吃 喜欢 ,0
无疑 过来 吃 环境 服务态度 差 半天 不动 ,0
早就 听说 他家 不错 听闻 一直 太 火爆 导致 一直 拔草 上星期 终于 吃 工作日 中午 11 点多 已经 人头攒动 先说 配餐 烤生 蚝 每人 每次 两个 时间 很长 味道 普通 最 喜欢 他家 蛋挞 鱼子 寿司 蛋挞 那种 塔芯 死 甜 那种 鱼子 寿司 甜甜的 腥气 蛋糕 类 感觉 芝士 蛋糕 焦糖 布丁 比较 好吃 最有 特色 烤肉 觉得 配餐 好吃 ,1
总体 真的 特色 朋友 生日 ,0
菜品 少 烤肉 速度 太慢 啥意思 ,1
喜欢 北李 锅包肉 烤肉 口味 赞 一个 ,1
海鲜 新鲜 吃 完 转天 拉 一天 肚子 再也 不去 69 一位 不值 不够 难受 劲儿 ,0
不错 自助 烤肉 环境 优雅 服务 热情 ,1
只能 名气 挺大 口味 好吃 ,0
地址 恒隆 广场 楼北 李妈妈 菜 服务 服务 谈不上 热情 忍是 感觉 服务 热情 口味 想 想不起来 过去 吃 那种 菜品 介绍 熏 鲈鱼 厚 冰凉 大冷 甜 以为 凉菜 口味 外面 淡淡的 味道 一点点 熏味 里面 一点点 味道 希望 商家 改正 一下 确实 味道 熏骨 有点 凉 提前 做好 无所谓 保证 热气 行嘛 大哥 大姐 拉皮 真的 好 一潘 吓死 最 注意 不好 拌 拉皮 拌 完 以后 朋友 已经 事 不想 再 吃 你量 理解 招揽生意 一个 盘子 真的 理解 这是 特色 吓人 红菇 白菜 呵呵 已经 不想 一个 小调 梨 汤 建议 半价 点 呵呵 知道 天津 家里 熬 梨 汤 抢 一点半点 最后 总结 不去 无所谓 惊艳 之处 量 实惠 确实 真的 消费者 带来 好吃 东西 量 实惠 实在 接受 ,0
特别 慢 后面 吃 完 菜 特别 失望 ,0
大悦 城店 食物 好吃 知道 店 反正 这家 再来 ,0
服务员 素质 太差 尤其 门口 喊 号 ,0
天津 玩 搜 点评 发现 排名 高 吃 实在 太 上菜 慢 菜 少 ,0
好 几次 第一次 排队 一个 小时 很火 几次 吃 菜 经验 专点 喜好 菜品 第一 特别 喜欢 苏 烧鹅 味道 纯正 喜欢 第二 梨球 虾 真的 好 特色 虾炸得 入味 第三 小 煎 猪肝 味道 不腥 酱 味醇 正 第四 小 吊梨汤 梨 汤 粘稠 润口 不错 选择 第五 三鲜 面筋 不错 下饭 第六 肉笼 肉 小时候 回忆 ,1
味道 不错 一帮人 吃 不错 ,1
味道 好 价格 比较 髙 下次 还会 再 ,0
感觉 好 环境 不错 食物 丰富 动画 ,1
这家 店 以后 肯定 再 所谓 创意 菜 天津 菜 名字 改个 说法 味道 价格 来说 真心 马路上 小馆 当天 并不多 一共 三个 热菜 一个 凉菜 一份 炒米 饭 一个 奶茶 一个 酸奶 炒饭 酸奶 根本 下单 菜 油渍 渍 所谓 n 五星 好评 店铺 活动 能减 五块 钱 生日 餐做 探店 活动 真的 太 难过 ,0
菜 味道 真心 上菜 太慢 完全 先来后到 菜点 一锅 炒 表面 功夫 太 没什么 真 东西 ,0
太火 每次 排队 味道 以前 风荷园 最 好吃 ,1
想象 差 也许 口味 太重 特意 点 一份 乡里 小炒 肉 夹 筷子 发现 辣椒 服务员 喊 火眼金睛 发现 如图 挑出来 几个 红辣椒 家 小炒 肉 做 不辣 扭头 服务员 聊天 讨厌 买 买手机 无 语 熏骨 排骨 地道 熏鸡 味儿 两个 菜 做 评价 旁边 桌 吃 “ 异物 ” 卫生 情况 环境 干净 不想 再来 ,0
中午 不错 位子 环境 好 食材 好 吃 一个 新鲜 食物 这点 大部分 自助餐厅 好 主要 烤 肉类 炒菜 类 生鲜 类 海鲜类 香辣蟹 太小 壳 吃 不到 肉 北极 虾 冰冻 晕 吃 冰棍 虾哈 辣 炒花 蛤 煎 多春鱼 好吃 喜欢 辣 炒 牛蛙 这种 不吃 辣 称 变态 辣 吃 一小块 喝 一杯 橙汁 辣 烤生 蚝 蒜蓉 味 每次 只能 取 只 随时 取 挺好吃 凉菜 炒菜 类 口味 留下 太深 印象 甜点 好看 吃 不错 冰淇淋 没敢 吃 饮品 酸奶 豆浆 大麦茶 奶茶 橙汁 可乐 类 啤酒 黑啤 茶叶 咖啡 总体 还行 73 一位 65 岁 以上 老人 50 每人 20 押金 浪费 走 退 押金 值得 里面 服务员 好 一个 热情 人多 工作 态度 不好 随时 收 桌子 空 盘子 果皮 壳 送 烤肉 小哥 一位 个子 挺 高挺帅 好 只 想要 烤 虾 不一会儿 送来 真心 感觉 服务 很棒 这位 小哥 值得 再次 光顾 吃 东西 品质 品种 服务 最 重要 心情 好 顺心 呵呵 ,1
骑鹅 公社 里面 娜娜 家 火 多年 菜单 换 一换 奶酪 罐子 吃 口感 丰富 芝士 巧克力 棒 奶油 树莓 烟花 女郎 面 一点 辣辣的 喜欢 辣 尝一尝 这次 点 蓝莓 奶酪 鲜奶油 华夫 好吃 推荐 蓝莓 味道 不错 平时 爱点 草莓 巧克力 现在 草莓 应季 蓝莓 华夫 不错 芝士 焗 土豆泥 真 爱 每次 拍照 吃 想 已经 快没了 ,1
味道 多人 下次 肯定 关顾 ,0
这是 第三次 没想到 赶上 昨天 刚涨 得价 好多 总体 来说 觉得 家 肉 最 好吃 比较 爱 吃 炼乳 烤 玉米 好 几次 梅子 肉 好 小吃 觉得 蕨 根粉 比较 好吃 一共 五碗 凉菜 比较 好吃 这次 一次 排骨 觉得 特别 好吃 饮料 比较 真实 不像 地方 饮料 兑水 一堆 糖精 以后 还会 光顾 觉得 烤肉 里 最 好吃 一家 ,1
恒隆 这家 店 服务员 只想 满满的 差评 点个 扒皮 鱼 酸 不想 后 厨问 今天 有没有 备菜 每个 服务员 吊吊 说话 难听 菜 国贸 家 做得好 再 恒隆 店 ,0
第二次 觉得 他家 甜品 很棒 ,1
烟民 福地 少有 禁烟 自助餐厅 建议 吸烟 消费者 差评 ,0
一般般 外地人 觉得 咸 ,0
明空 座位 知道 为啥 不让 进 外面 等位 门口 一排 椅子 坐满 里面 却空 桌 一个 小时 两桌 做 这种 排队 等候 火爆 样子 气愤 ,0
